Phone Number,Email,Credit Score,Age Group,Family Background,Income,Intent,family_encoded,age_encoded
+91-9613197414,user2906@test.com,421,26–35,Single,889539,1,2,1
+91-8067143630,user2907@test.com,576,26–35,Married,186388,0,0,1
+91-6999074248,user2908@test.com,752,26–35,Married with Kids,720007,1,1,1
+91-3488444810,user2909@test.com,689,36–50,Married,742306,1,0,2
+91-5210205041,user2910@test.com,593,36–50,Single,914049,0,2,2
+91-5575232339,user2911@test.com,745,26–35,Single,174258,1,2,1
+91-2951160922,user2912@test.com,509,51+,Married with Kids,936507,0,1,3
+91-9000995898,user2913@test.com,601,51+,Married,751286,0,0,3
+91-4822141556,user2914@test.com,522,36–50,Single,909063,0,2,2
+91-1718599896,user2915@test.com,302,18–25,Single,747408,1,2,0
+91-8442540863,user2916@test.com,817,26–35,Married with Kids,817804,1,1,1
+91-5031817930,user2917@test.com,392,26–35,Single,983590,1,2,1
+91-3935519989,user2918@test.com,819,18–25,Married,609800,1,0,0
+91-5074348159,user2919@test.com,727,36–50,Married,501099,1,0,2
+91-8164318236,user2920@test.com,792,51+,Single,670509,1,2,3
+91-8819043387,user2921@test.com,534,36–50,Single,248269,0,2,2
+91-8013097013,user2922@test.com,460,51+,Single,468066,0,2,3
+91-2089506873,user2923@test.com,630,51+,Married with Kids,133550,0,1,3
+91-4509218851,user2924@test.com,632,36–50,Married with Kids,376786,0,1,2
+91-3793028857,user2925@test.com,349,26–35,Married,730381,1,0,1
+91-5397629746,user2926@test.com,822,26–35,Married,517799,1,0,1
+91-4301134732,user2927@test.com,791,26–35,Single,361188,1,2,1
+91-6713656777,user2928@test.com,571,51+,Single,718173,0,2,3
+91-2405366169,user2929@test.com,551,26–35,Single,703826,1,2,1
+91-4904213249,user2930@test.com,389,51+,Married with Kids,424158,0,1,3
+91-5163873000,user2931@test.com,745,26–35,Married with Kids,905955,1,1,1
+91-1329290176,user2932@test.com,631,36–50,Single,472429,0,2,2
+91-2446653936,user2933@test.com,438,18–25,Single,825903,1,2,0
+91-8432100407,user2934@test.com,656,51+,Married,730167,1,0,3
+91-6209633229,user2935@test.com,573,36–50,Married with Kids,190629,0,1,2
+91-9206147256,user2936@test.com,318,51+,Single,607704,0,2,3
+91-5786959601,user2937@test.com,610,51+,Married with Kids,438974,0,1,3
+91-3957044964,user2938@test.com,453,36–50,Single,407682,0,2,2
+91-2234899028,user2939@test.com,689,26–35,Single,409454,1,2,1
+91-8220483161,user2940@test.com,559,51+,Married,215266,0,0,3
+91-5630797881,user2941@test.com,424,18–25,Married,288362,0,0,0
+91-3695575977,user2942@test.com,653,18–25,Married,546850,1,0,0
+91-2554381838,user2943@test.com,572,36–50,Single,899131,0,2,2
+91-8811552308,user2944@test.com,544,18–25,Married,331241,0,0,0
+91-1719870125,user2945@test.com,749,36–50,Single,351249,0,2,2
+91-9871123167,user2946@test.com,546,36–50,Married with Kids,166912,0,1,2
+91-6746238626,user2947@test.com,819,51+,Married with Kids,769615,1,1,3
+91-7209024700,user2948@test.com,440,36–50,Single,179183,0,2,2
+91-9011618277,user2949@test.com,661,36–50,Married,160282,0,0,2
+91-6546644402,user2950@test.com,307,26–35,Married,158249,0,0,1
+91-9675073917,user2951@test.com,777,51+,Married with Kids,662464,1,1,3
+91-6653906038,user2952@test.com,651,18–25,Single,632451,1,2,0
+91-5925652638,user2953@test.com,794,26–35,Single,940642,1,2,1
+91-9723948276,user2954@test.com,726,26–35,Single,223844,1,2,1
+91-7778212549,user2955@test.com,338,51+,Married with Kids,466731,0,1,3
+91-7720044595,user2956@test.com,486,51+,Married with Kids,855640,0,1,3
+91-9729246196,user2957@test.com,392,26–35,Married,434123,0,0,1
+91-2887544615,user2958@test.com,385,51+,Single,703148,0,2,3
+91-7077201750,user2959@test.com,343,51+,Single,252215,0,2,3
+91-5559252039,user2960@test.com,436,36–50,Single,891352,0,2,2
+91-8961406691,user2961@test.com,720,51+,Single,707199,1,2,3
+91-1705114754,user2962@test.com,373,36–50,Married with Kids,924428,0,1,2
+91-7639434488,user2963@test.com,847,26–35,Married,504964,1,0,1
+91-8480148317,user2964@test.com,811,26–35,Married with Kids,456215,1,1,1
+91-3491036868,user2965@test.com,455,18–25,Married,147252,0,0,0
+91-9118185515,user2966@test.com,554,51+,Single,556395,0,2,3
+91-5394045664,user2967@test.com,470,26–35,Single,152756,0,2,1
+91-7663315160,user2968@test.com,469,36–50,Single,936667,0,2,2
+91-4688911518,user2969@test.com,621,26–35,Single,452690,0,2,1
+91-6622050764,user2970@test.com,755,51+,Single,493236,0,2,3
+91-7251811885,user2971@test.com,454,18–25,Married with Kids,311325,0,1,0
+91-8881632191,user2972@test.com,648,18–25,Married,470565,0,0,0
+91-7678507804,user2973@test.com,750,26–35,Married with Kids,428779,1,1,1
+91-3671474301,user2974@test.com,472,18–25,Single,909657,1,2,0
+91-6204452773,user2975@test.com,309,51+,Married,299245,0,0,3
+91-1553855587,user2976@test.com,564,51+,Married,993317,0,0,3
+91-9201704692,user2977@test.com,737,18–25,Single,599264,1,2,0
+91-9972688885,user2978@test.com,546,36–50,Married,185333,0,0,2
+91-1246809786,user2979@test.com,845,18–25,Married with Kids,795585,1,1,0
+91-6650249182,user2980@test.com,798,18–25,Married with Kids,372951,1,1,0
+91-9611011240,user2981@test.com,428,26–35,Married with Kids,106402,0,1,1
+91-8213107187,user2982@test.com,626,36–50,Married with Kids,104521,0,1,2
+91-8790751479,user2983@test.com,703,18–25,Married,818525,1,0,0
+91-2032204949,user2984@test.com,658,26–35,Married with Kids,875173,1,1,1
+91-6622281103,user2985@test.com,316,26–35,Married,108382,0,0,1
+91-2759617655,user2986@test.com,573,26–35,Single,616243,1,2,1
+91-4661789363,user2987@test.com,415,51+,Married with Kids,997428,0,1,3
+91-1266120207,user2988@test.com,390,26–35,Single,595873,1,2,1
+91-2311133012,user2989@test.com,381,26–35,Married with Kids,639353,1,1,1
+91-4910212570,user2990@test.com,623,51+,Single,447614,0,2,3
+91-1128028445,user2991@test.com,413,51+,Single,114425,0,2,3
+91-9188045815,user2992@test.com,357,26–35,Single,899543,1,2,1
+91-8604202638,user2993@test.com,453,18–25,Single,271871,0,2,0
+91-4194658146,user2994@test.com,703,36–50,Single,677545,1,2,2
+91-8917152780,user2995@test.com,565,51+,Married,816537,0,0,3
+91-2817184302,user2996@test.com,614,36–50,Married,443190,0,0,2
+91-7582082395,user2997@test.com,340,51+,Married with Kids,924283,0,1,3
+91-8975250102,user2998@test.com,404,26–35,Married,633104,1,0,1
+91-5358546980,user2999@test.com,492,51+,Single,571069,0,2,3
+91-3682415593,user3000@test.com,700,26–35,Married,102175,1,0,1
+91-4897309596,user3001@test.com,577,36–50,Married,373485,0,0,2
+91-5738303813,user3002@test.com,653,18–25,Single,950340,1,2,0
+91-2644843640,user3003@test.com,555,26–35,Married,781014,1,0,1
+91-8326989745,user3004@test.com,398,36–50,Single,554111,0,2,2
+91-6663731332,user3005@test.com,581,36–50,Married,683984,0,0,2
+91-1889721798,user3006@test.com,702,51+,Single,288961,0,2,3
+91-5374031457,user3007@test.com,408,26–35,Married with Kids,318216,0,1,1
+91-4107477439,user3008@test.com,498,36–50,Married,445259,0,0,2
+91-4662747781,user3009@test.com,602,18–25,Married with Kids,392338,0,1,0
+91-1347455175,user3010@test.com,626,51+,Single,528053,0,2,3
+91-3785806985,user3011@test.com,453,51+,Single,562110,0,2,3
+91-3069503062,user3012@test.com,704,36–50,Married with Kids,184358,0,1,2
+91-7376076016,user3013@test.com,761,26–35,Single,272648,1,2,1
+91-4867792347,user3014@test.com,431,51+,Single,464692,0,2,3
+91-8910516363,user3015@test.com,383,26–35,Single,775087,1,2,1
+91-3796521725,user3016@test.com,698,36–50,Single,658867,1,2,2
+91-4714907857,user3017@test.com,408,36–50,Single,196554,0,2,2
+91-4889402249,user3018@test.com,520,26–35,Single,771915,1,2,1
+91-6905782491,user3019@test.com,667,18–25,Single,939726,1,2,0
+91-3259804577,user3020@test.com,446,51+,Single,674065,0,2,3
+91-1063206149,user3021@test.com,411,36–50,Married with Kids,499122,0,1,2
+91-1555592571,user3022@test.com,793,18–25,Married,140751,1,0,0
+91-6082340931,user3023@test.com,804,18–25,Single,300671,1,2,0
+91-4723901330,user3024@test.com,774,26–35,Married with Kids,208750,1,1,1
+91-7665827516,user3025@test.com,570,26–35,Single,174180,0,2,1
+91-4530962362,user3026@test.com,720,26–35,Married,863274,1,0,1
+91-8300041715,user3027@test.com,666,18–25,Single,304750,1,2,0
+91-6080182244,user3028@test.com,579,51+,Married with Kids,918076,0,1,3
+91-1627611313,user3029@test.com,582,26–35,Married with Kids,133521,0,1,1
+91-6194146057,user3030@test.com,339,51+,Married,635852,0,0,3
+91-9331695960,user3031@test.com,488,26–35,Single,729443,1,2,1
+91-8185232751,user3032@test.com,463,18–25,Married with Kids,520515,1,1,0
+91-9392872007,user3033@test.com,835,51+,Married,541174,1,0,3
+91-6595716186,user3034@test.com,835,51+,Married,287150,0,0,3
+91-5855994363,user3035@test.com,303,18–25,Single,506637,1,2,0
+91-2500305533,user3036@test.com,589,51+,Married with Kids,450891,0,1,3
+91-1141237072,user3037@test.com,732,18–25,Single,897634,1,2,0
+91-3558228091,user3038@test.com,770,18–25,Single,471551,1,2,0
+91-2896412165,user3039@test.com,480,36–50,Single,759045,0,2,2
+91-3285010537,user3040@test.com,547,26–35,Married with Kids,190197,0,1,1
+91-3854155941,user3041@test.com,578,36–50,Married,142637,0,0,2
+91-1271690807,user3042@test.com,553,18–25,Single,773726,1,2,0
+91-5525518705,user3043@test.com,480,18–25,Single,596464,1,2,0
+91-7977912299,user3044@test.com,808,51+,Married with Kids,124276,0,1,3
+91-1706368695,user3045@test.com,625,18–25,Single,967378,1,2,0
+91-8565999886,user3046@test.com,656,18–25,Married,961646,1,0,0
+91-4719208098,user3047@test.com,690,18–25,Single,255647,1,2,0
+91-2225687822,user3048@test.com,384,26–35,Married,534617,1,0,1
+91-4770294858,user3049@test.com,616,36–50,Single,403374,0,2,2
+91-3749256495,user3050@test.com,511,36–50,Single,834784,0,2,2
+91-1988412619,user3051@test.com,814,26–35,Single,486230,1,2,1
+91-6849066010,user3052@test.com,683,26–35,Married,229526,1,0,1
+91-4909727566,user3053@test.com,641,26–35,Single,607723,1,2,1
+91-3000342737,user3054@test.com,337,36–50,Single,561833,0,2,2
+91-7847810325,user3055@test.com,810,36–50,Single,778381,1,2,2
+91-9131241138,user3056@test.com,719,18–25,Married,508873,1,0,0
+91-2523159713,user3057@test.com,468,36–50,Single,397203,0,2,2
+91-5139179293,user3058@test.com,642,51+,Married with Kids,101532,0,1,3
+91-9760884675,user3059@test.com,605,36–50,Married,619518,0,0,2
+91-3499026212,user3060@test.com,841,26–35,Married with Kids,202666,1,1,1
+91-9886606604,user3061@test.com,836,36–50,Single,806165,1,2,2
+91-4789739446,user3062@test.com,411,18–25,Married,181551,0,0,0
+91-2189220611,user3063@test.com,710,36–50,Married,268828,0,0,2
+91-9713085125,user3064@test.com,505,26–35,Single,696168,1,2,1
+91-1040169275,user3065@test.com,484,51+,Married with Kids,206734,0,1,3
+91-8069160107,user3066@test.com,681,26–35,Married,830002,1,0,1
+91-5038801329,user3067@test.com,795,51+,Married,938600,1,0,3
+91-6108881558,user3068@test.com,678,18–25,Married,213123,1,0,0
+91-8377623357,user3069@test.com,346,18–25,Married,830548,1,0,0
+91-1644568332,user3070@test.com,850,36–50,Married,499605,0,0,2
+91-3568944242,user3071@test.com,827,18–25,Single,187897,1,2,0
+91-6901721308,user3072@test.com,803,18–25,Married,791207,1,0,0
+91-9415921372,user3073@test.com,321,26–35,Married with Kids,728887,1,1,1
+91-5937696931,user3074@test.com,512,26–35,Married,965671,1,0,1
+91-2903351732,user3075@test.com,609,36–50,Single,380786,0,2,2
+91-8353989532,user3076@test.com,571,36–50,Single,469006,0,2,2
+91-3699683591,user3077@test.com,501,36–50,Married with Kids,348751,0,1,2
+91-7432954187,user3078@test.com,331,36–50,Married,136509,0,0,2
+91-7112761947,user3079@test.com,742,26–35,Married with Kids,965849,1,1,1
+91-1377994544,user3080@test.com,461,36–50,Married with Kids,935669,0,1,2
+91-4600877496,user3081@test.com,553,36–50,Married with Kids,770774,0,1,2
+91-8660827456,user3082@test.com,820,18–25,Married with Kids,949608,1,1,0
+91-9471040096,user3083@test.com,779,36–50,Married,228633,0,0,2
+91-7672831964,user3084@test.com,309,51+,Single,966297,0,2,3
+91-6566468670,user3085@test.com,804,18–25,Single,741469,1,2,0
+91-9920046845,user3086@test.com,735,26–35,Married,686347,1,0,1
+91-3096640665,user3087@test.com,410,51+,Married with Kids,411294,0,1,3
+91-4260200196,user3088@test.com,452,36–50,Married,974799,0,0,2
+91-5232910874,user3089@test.com,401,18–25,Married with Kids,665379,1,1,0
+91-6725499103,user3090@test.com,490,36–50,Married with Kids,304196,0,1,2
+91-2698687140,user3091@test.com,380,18–25,Married,100903,0,0,0
+91-9035442789,user3092@test.com,788,36–50,Married,341024,0,0,2
+91-9707420352,user3093@test.com,387,51+,Married with Kids,940667,0,1,3
+91-5603573033,user3094@test.com,493,26–35,Married with Kids,289637,0,1,1
+91-4006799327,user3095@test.com,403,51+,Married with Kids,941774,0,1,3
+91-5064099351,user3096@test.com,395,51+,Married with Kids,273795,0,1,3
+91-6293034579,user3097@test.com,722,26–35,Married,135572,1,0,1
+91-8361888772,user3098@test.com,497,18–25,Single,904042,1,2,0
+91-8796623513,user3099@test.com,300,18–25,Single,920484,1,2,0
+91-5291369393,user3100@test.com,706,26–35,Married with Kids,198993,1,1,1
+91-6469085606,user3101@test.com,677,36–50,Single,449207,0,2,2
+91-7685625930,user3102@test.com,466,18–25,Single,522227,1,2,0
+91-6200511966,user3103@test.com,808,51+,Single,596027,1,2,3
+91-8345721255,user3104@test.com,612,26–35,Single,721828,1,2,1
+91-5414092542,user3105@test.com,717,51+,Single,153533,0,2,3
+91-2131571195,user3106@test.com,776,18–25,Single,779424,1,2,0
+91-5670431144,user3107@test.com,372,26–35,Married with Kids,883185,1,1,1
+91-1215349735,user3108@test.com,440,26–35,Married with Kids,280653,0,1,1
+91-2084687283,user3109@test.com,561,18–25,Married with Kids,220388,0,1,0
+91-3046259663,user3110@test.com,639,18–25,Married,915134,1,0,0
+91-2926886591,user3111@test.com,607,26–35,Single,223482,0,2,1
+91-3859517688,user3112@test.com,544,36–50,Single,895063,0,2,2
+91-2860393414,user3113@test.com,814,26–35,Married,354936,1,0,1
+91-1325201568,user3114@test.com,636,36–50,Single,187388,0,2,2
+91-1660333310,user3115@test.com,375,51+,Married with Kids,749086,0,1,3
+91-2369507688,user3116@test.com,474,36–50,Married with Kids,694331,0,1,2
+91-5372088945,user3117@test.com,408,36–50,Married,784341,0,0,2
+91-7134451976,user3118@test.com,482,18–25,Married with Kids,922196,1,1,0
+91-2765224544,user3119@test.com,491,26–35,Married,857131,1,0,1
+91-9364345467,user3120@test.com,364,51+,Married with Kids,884147,0,1,3
+91-1525728941,user3121@test.com,773,26–35,Single,543729,1,2,1
+91-7528963285,user3122@test.com,399,36–50,Married with Kids,753302,0,1,2
+91-6973886341,user3123@test.com,843,36–50,Married,213076,0,0,2
+91-4239015335,user3124@test.com,427,36–50,Single,723295,0,2,2
+91-5844558817,user3125@test.com,751,26–35,Married,821558,1,0,1
+91-6956586149,user3126@test.com,668,36–50,Single,911372,1,2,2
+91-2208542075,user3127@test.com,342,26–35,Single,993850,1,2,1
+91-4328010081,user3128@test.com,718,51+,Married with Kids,171792,0,1,3
+91-6193622750,user3129@test.com,787,51+,Married with Kids,521648,1,1,3
+91-1806791199,user3130@test.com,377,26–35,Single,108367,0,2,1
+91-2626999723,user3131@test.com,569,51+,Married with Kids,998196,0,1,3
+91-3456337399,user3132@test.com,614,18–25,Married with Kids,858961,1,1,0
+91-3636870185,user3133@test.com,467,36–50,Married,895005,0,0,2
+91-8447519417,user3134@test.com,638,36–50,Married with Kids,639870,0,1,2
+91-2430305693,user3135@test.com,492,36–50,Single,236450,0,2,2
+91-2843541457,user3136@test.com,752,18–25,Married with Kids,951728,1,1,0
+91-3503527268,user3137@test.com,582,36–50,Single,768860,0,2,2
+91-6465290348,user3138@test.com,635,26–35,Single,427985,0,2,1
+91-6529276581,user3139@test.com,689,36–50,Married,646169,1,0,2
+91-1018387386,user3140@test.com,824,26–35,Single,956665,1,2,1
+91-9999203808,user3141@test.com,539,51+,Single,806902,0,2,3
+91-6098203849,user3142@test.com,782,26–35,Married,689573,1,0,1
+91-5295407005,user3143@test.com,757,26–35,Single,159547,1,2,1
+91-4973614336,user3144@test.com,388,26–35,Married,817511,1,0,1
+91-6028844280,user3145@test.com,394,36–50,Single,762582,0,2,2
+91-1124998753,user3146@test.com,751,18–25,Married with Kids,107933,1,1,0
+91-1796667639,user3147@test.com,727,18–25,Married,445529,1,0,0
+91-2146102405,user3148@test.com,450,26–35,Married,865127,1,0,1
+91-8752798913,user3149@test.com,813,36–50,Single,722994,1,2,2
+91-1326421775,user3150@test.com,675,18–25,Married,571653,1,0,0
+91-5769669639,user3151@test.com,321,51+,Single,971022,0,2,3
+91-9183688060,user3152@test.com,612,51+,Married,468543,0,0,3
+91-3347466723,user3153@test.com,818,36–50,Married,421289,0,0,2
+91-5569398205,user3154@test.com,505,51+,Married with Kids,274682,0,1,3
+91-6443576232,user3155@test.com,674,51+,Single,419664,0,2,3
+91-4173344242,user3156@test.com,750,51+,Married with Kids,628832,1,1,3
+91-2477375092,user3157@test.com,478,18–25,Married,941244,1,0,0
+91-6938504541,user3158@test.com,509,51+,Single,302682,0,2,3
+91-6129158035,user3159@test.com,799,26–35,Married with Kids,282572,1,1,1
+91-9321781672,user3160@test.com,763,26–35,Married,481234,1,0,1
+91-7591263104,user3161@test.com,423,51+,Married with Kids,985486,0,1,3
+91-8013265306,user3162@test.com,412,26–35,Married,317054,0,0,1
+91-1650143399,user3163@test.com,311,18–25,Married,587295,1,0,0
+91-2710223129,user3164@test.com,425,36–50,Single,518005,0,2,2
+91-3016895237,user3165@test.com,630,26–35,Single,494833,0,2,1
+91-6771242818,user3166@test.com,582,51+,Single,359711,0,2,3
+91-4732739356,user3167@test.com,439,36–50,Married,725122,0,0,2
+91-3406388002,user3168@test.com,700,36–50,Married with Kids,234405,0,1,2
+91-9255194575,user3169@test.com,396,51+,Single,140002,0,2,3
+91-8174759316,user3170@test.com,816,26–35,Single,355549,1,2,1
+91-9538931910,user3171@test.com,368,18–25,Single,843048,1,2,0
+91-9658651304,user3172@test.com,417,26–35,Single,582843,1,2,1
+91-2765490608,user3173@test.com,358,26–35,Married,493727,0,0,1
